name,market_capitalization_USD,price,country
Saputo,10550000000.0,25.0,Canada
Ono Pharmaceutical,10550000000.0,22.0,Japan
Bath & Body Works,10530000000.0,46.0,USA
Cipla,10520000000.0,13.0,India
AEGON,10520000000.0,5.0,Netherlands
Deckers Brands,10520000000.0,398.0,USA
Boston Properties,10510000000.0,67.0,USA
Lundbergföretagen,10490000000.0,42.0,Sweden
Turkish Airlines,10480000000.0,8.0,Turkey
Entegris,10480000000.0,70.0,USA
Lufthansa,10470000000.0,9.0,Germany
Computershare,10460000000.0,17.0,Australia
Boliden,10460000000.0,38.0,Sweden
Western Midstream,10440000000.0,27.0,USA
Banco de Chile,10430000000.0,20.0,Chile
Dynatrace,10430000000.0,36.0,USA
Shree Cement,10420000000.0,289.0,India
CarMax,10390000000.0,66.0,USA
Pan Pacific,10390000000.0,17.0,Japan
Vivendi,10380000000.0,10.0,France
Aluminum Corporation of China,10370000000.0,1.0,China
Juniper Networks,10360000000.0,32.0,USA
Annaly Capital Management,10350000000.0,22.0,USA
Emera,10330000000.0,39.0,Canada
Disco Corp.,10320000000.0,286.0,Japan
West Japan Railway,10300000000.0,41.0,Japan
Rolls-Royce Holdings,10250000000.0,1.0,UK
Ivanhoe Mines,10230000000.0,8.0,Canada
Varun Beverages,10230000000.0,16.0,India
Suncorp,10230000000.0,8.0,Australia
Ramsay Health Care,10220000000.0,45.0,Australia
HF Sinclair,10210000000.0,51.0,USA
Bentley Systems,10210000000.0,35.0,USA
Samsung Life Insurance,10200000000.0,57.0,S. Korea
Hyatt Hotels,10190000000.0,95.0,USA
Fresenius Medical Care,10190000000.0,17.0,Germany
Suntory,10190000000.0,33.0,Japan
Watsco,10190000000.0,262.0,USA
Darling Ingredients,10190000000.0,64.0,USA
KakaoBank,10170000000.0,21.0,S. Korea
Sasol,10170000000.0,16.0,South Africa
Korea Electric Power,10160000000.0,8.0,S. Korea
AGCO,10160000000.0,136.0,USA
Acciona,10140000000.0,186.0,Spain
Hua Nan Financial Holdings,10130000000.0,1.0,Taiwan
Hindustan Aeronautics,10130000000.0,30.0,India
Telia Company,10120000000.0,3.0,Sweden
BorgWarner,10100000000.0,43.0,USA
Scentre Group,10090000000.0,2.0,Australia
ENEOS Holdings,10090000000.0,3.0,Japan
Flex,10080000000.0,22.0,Singapore
Crown Holdings,10060000000.0,84.0,USA
SK Innovation,10040000000.0,73.0,S. Korea
Tingyi (master kang),10030000000.0,2.0,China
Vail Resorts,10020000000.0,248.0,USA
Paylocity,10000000000.0,180.0,USA
Jazz Pharmaceuticals,9990000000.0,159.0,Ireland
Bill.com,9980000000.0,94.0,USA
Next plc,9980000000.0,77.0,UK
CapitaLand Mall Trust,9960000000.0,1.0,Singapore
Entain,9950000000.0,17.0,Isle of Man
Burberry,9950000000.0,26.0,UK
Gerdau,9940000000.0,6.0,Brazil
Yakult,9920000000.0,64.0,Japan
Galp Energia,9910000000.0,13.0,Portugal
Bruker,9910000000.0,67.0,USA
Lenovo,9900000000.0,1.0,Hong Kong
Builders FirstSource,9890000000.0,67.0,USA
Tapestry,9890000000.0,41.0,USA
Alstom,9860000000.0,26.0,France
Five Below,9830000000.0,177.0,USA
Prysmian Group,9820000000.0,36.0,Italy
ANA Holdings,9810000000.0,21.0,Japan
INWIT,9790000000.0,10.0,Italy
REA Group,9790000000.0,74.0,Australia
Allegion,9780000000.0,111.0,Ireland
AutoNation,9780000000.0,111.0,USA
Lamar Advertising,9770000000.0,96.0,USA
PUMA,9760000000.0,65.0,Germany
Localiza,9750000000.0,10.0,Brazil
Israel Chemicals,9740000000.0,8.0,Israel
Evonik Industries,9730000000.0,21.0,Germany
Sumitomo Metal Mining,9730000000.0,35.0,Japan
Reinsurance Group of America,9720000000.0,146.0,USA
Sonic Healthcare,9720000000.0,20.0,Australia
(HLBank) Hong Leong Bank,9720000000.0,5.0,Malaysia
Knorr-Bremse,9680000000.0,60.0,Germany
Asahi Kasei,9670000000.0,7.0,Japan
East West Bancorp,9630000000.0,68.0,USA
Black Knight,9620000000.0,62.0,USA
Gjensidige Forsikring,9620000000.0,18.0,Norway
Zendesk,9620000000.0,77.0,USA
Spirax-Sarco Engineering,9620000000.0,129.0,UK
Cleveland-Cliffs,9610000000.0,19.0,USA
Omron,9600000000.0,48.0,Japan
Liberty Global,9590000000.0,21.0,UK
Ares Capital,9570000000.0,19.0,USA
Rheinmetall,9560000000.0,221.0,Germany
Kikkoman,9560000000.0,50.0,Japan
Eiffage,9550000000.0,100.0,France
Keppel,9520000000.0,5.0,Singapore
LG Corp,9500000000.0,60.0,S. Korea
Hong Kong Telecom,9490000000.0,1.0,Hong Kong
Synnex,9480000000.0,99.0,USA
Morningstar,9480000000.0,223.0,USA
Largan Precision,9470000000.0,71.0,Taiwan
China Oilfield Services,9460000000.0,1.0,China
Qorvo,9460000000.0,93.0,USA
Caesars Entertainment,9460000000.0,44.0,USA
InterGlobe Aviation,9430000000.0,24.0,India
HELLA,9420000000.0,85.0,Germany
JBS,9400000000.0,4.0,Brazil
Vipshop,9390000000.0,15.0,China
A. O. Smith,9380000000.0,61.0,USA
Sage Group,9370000000.0,9.0,UK
WillScot,9370000000.0,45.0,USA
Ford Otosan,9370000000.0,27.0,Turkey
Central Pattana,9360000000.0,2.0,Thailand
Red Eléctrica,9360000000.0,17.0,Spain
Ceridian,9360000000.0,61.0,USA
TPG Capital,9350000000.0,30.0,USA
Westrock,9340000000.0,37.0,USA
Halma,9330000000.0,25.0,UK
Performance Food Group,9320000000.0,60.0,USA
BJ's Wholesale Club,9250000000.0,69.0,USA
Twilio,9230000000.0,50.0,USA
PKO Bank Polski,9230000000.0,7.0,Poland
ESR,9220000000.0,2.0,Hong Kong
American Airlines,9210000000.0,14.0,USA
Northern Star,9200000000.0,8.0,Australia
Ipsen,9190000000.0,108.0,France
President Chain Store (PSCS),9190000000.0,9.0,Taiwan
Chr. Hansen,9180000000.0,69.0,Denmark
Huntington Ingalls Industries,9180000000.0,230.0,USA
Cochlear,9150000000.0,139.0,Australia
NEC Corp,9120000000.0,34.0,Japan
Knight-Swift,9120000000.0,55.0,USA
Advance Auto Parts,9120000000.0,154.0,USA
Jabil,9120000000.0,68.0,USA
Lattice Semiconductor,9110000000.0,67.0,USA
TFI International,9100000000.0,104.0,Canada
Toast,9070000000.0,17.0,USA
STORE Capital,9060000000.0,32.0,USA
Bharat Petroleum,9050000000.0,4.0,India
Havells India,9050000000.0,14.0,India
Quanta Computer,9010000000.0,2.0,Taiwan
XPeng,9010000000.0,10.0,China
AngloGold Ashanti,8980000000.0,21.0,South Africa
Wharf Holdings,8970000000.0,3.0,Hong Kong
Hasbro,8950000000.0,65.0,USA
Vistra,8950000000.0,23.0,USA
Yandex,8950000000.0,25.0,Netherlands
Adani Wilmar,8940000000.0,7.0,India
Origin Energy,8940000000.0,5.0,Australia
Mowi,8940000000.0,17.0,Norway
Yuanta Financial Holding,8930000000.0,1.0,Taiwan
Svenska Cellulosa Aktiebolaget (SCA),8930000000.0,13.0,Sweden
AMEC,8910000000.0,14.0,China
CubeSmart,8900000000.0,39.0,USA
Lincoln Electric,8890000000.0,154.0,USA
Hang Lung Properties,8870000000.0,2.0,Hong Kong
SBI Card,8860000000.0,9.0,India
Comerica,8850000000.0,68.0,USA
VAT Group,8850000000.0,295.0,Switzerland
Spring Airlines,8830000000.0,9.0,China
Taiwan Mobile,8830000000.0,3.0,Taiwan
Ampol,8830000000.0,18.0,Australia
Bangkok Bank,8810000000.0,5.0,Thailand
Dr. Reddy's,8810000000.0,53.0,India
Kesko,8790000000.0,22.0,Finland
Coca-Cola HBC,8790000000.0,24.0,Switzerland
Umicore,8790000000.0,36.0,Belgium
Isuzu,8780000000.0,11.0,Japan
Deutsche Wohnen,8760000000.0,22.0,Germany
Wolfspeed,8760000000.0,71.0,USA
China Zheshang Bank,8760000000.0,0.0,China
Bharat Electronics,8760000000.0,1.0,India
JD Sports Fashion,8760000000.0,2.0,UK
Toray Industries,8750000000.0,5.0,Japan
Penumbra,8750000000.0,230.0,USA
SIG Combibloc,8750000000.0,23.0,Switzerland
DCP Midstream,8740000000.0,42.0,USA
Invesco,8710000000.0,19.0,USA
Cullen/Frost Bankers,8710000000.0,135.0,USA
ASX,8710000000.0,45.0,Australia
Coinbase,8710000000.0,33.0,USA
Japan Airlines,8710000000.0,20.0,Japan
Commerce Bancshares,8700000000.0,70.0,USA
Genting Singapore,8700000000.0,1.0,Singapore
Rémy Cointreau,8660000000.0,170.0,France
Schroders,8660000000.0,5.0,UK
Fresnillo,8660000000.0,12.0,Mexico
Sumitomo Denki Kōgyō,8650000000.0,11.0,Japan
Getlink,8640000000.0,16.0,France
Metso Outotec (Mo Group),8630000000.0,10.0,Finland
Cognex,8620000000.0,50.0,USA
Mondi,8610000000.0,18.0,UK
Lennox,8610000000.0,243.0,USA
United Utilities,8590000000.0,12.0,UK
Mitsui O.S.K. Lines,8580000000.0,24.0,Japan
Covestro,8580000000.0,44.0,Germany
Catalent,8570000000.0,48.0,USA
Jefferies Financial Group,8570000000.0,37.0,USA
Tata Consumer Products,8570000000.0,9.0,India
Genpact,8560000000.0,47.0,Bermuda
Repligen,8560000000.0,154.0,USA
Advantech,8560000000.0,11.0,Taiwan
F5 Networks,8550000000.0,142.0,USA
James Hardie Industries,8540000000.0,19.0,Ireland
NOV,8540000000.0,22.0,USA
Pinnacle West Capital,8530000000.0,75.0,USA
Ascendas Reit,8530000000.0,2.0,Singapore
Federal Realty Investment Trust,8530000000.0,104.0,USA
ADT,8520000000.0,9.0,USA
KEPCO,8520000000.0,9.0,Japan
Meridian Energy,8500000000.0,3.0,New Zealand
Recordati,8480000000.0,41.0,Italy
Owens Corning,8480000000.0,90.0,USA
QNB Finansbank,8480000000.0,3.0,Turkey
Samsung Electro-Mechanics,8470000000.0,54.0,S. Korea
Zillow,8470000000.0,36.0,USA
Antero Resources,8460000000.0,28.0,USA
Nitto Denko,8460000000.0,57.0,Japan
US Foods,8440000000.0,38.0,USA
Elisa,8430000000.0,53.0,Finland
RenaissanceRe,8420000000.0,193.0,Bermuda
International Consolidated Airlines,8420000000.0,2.0,Spain
IMCD,8390000000.0,147.0,Netherlands
Exact Sciences,8380000000.0,47.0,USA
Penske Automotive,8370000000.0,118.0,USA
SG Holdings,8370000000.0,13.0,Japan
Adevinta,8360000000.0,7.0,Norway
Signify Health,8360000000.0,29.0,USA
SK Telecom,8350000000.0,21.0,S. Korea
New Hope Liuhe,8350000000.0,2.0,China
Mizrahi-Tefahot,8340000000.0,32.0,Israel
Regal Rexnord,8330000000.0,126.0,USA
National Retail Properties,8330000000.0,47.0,USA
Webster Financial,8320000000.0,48.0,USA
Fisher & Paykel Healthcare,8320000000.0,14.0,New Zealand
Plains All American Pipeline,8310000000.0,12.0,USA
Casey's General Stores,8300000000.0,223.0,USA
Legend Biotech,8300000000.0,50.0,USA
OpenText,8300000000.0,30.0,Canada
Dish Network,8300000000.0,16.0,USA
Life Storage,8280000000.0,96.0,USA
LG Household & Health Care,8280000000.0,239.0,S. Korea
XP Inc.,8270000000.0,15.0,Brazil
Switch,8270000000.0,34.0,USA
Robert Half,8270000000.0,76.0,USA
UGI Corporation,8270000000.0,39.0,USA
Whirlpool,8250000000.0,152.0,USA
Sibanye-Stillwater,8250000000.0,12.0,South Africa
SEI Investments,8240000000.0,61.0,USA
ICICI Prulife,8240000000.0,6.0,India
Dentsu,8240000000.0,31.0,Japan
Williams-Sonoma,8230000000.0,124.0,USA
Mediobanca,8200000000.0,10.0,Italy
Alcoa,8200000000.0,46.0,USA
Jardine Cycle & Carriage,8190000000.0,21.0,Singapore
Royal Gold,8190000000.0,125.0,USA
Sinopharm,8180000000.0,3.0,China
Grupo Aeroportuario del Pacífico,8180000000.0,162.0,Mexico
Unum,8180000000.0,41.0,USA
Floor & Decor,8180000000.0,77.0,USA
KT&G (Korea Tobacco),8160000000.0,70.0,S. Korea
Banco Santander México,8150000000.0,6.0,Mexico
Intertek,8140000000.0,50.0,UK
Churchill Downs,8130000000.0,217.0,USA
Yaskawa,8120000000.0,31.0,Japan
Masimo,8110000000.0,154.0,USA
SK Group,8110000000.0,146.0,S. Korea
OTP Bank,8080000000.0,28.0,Hungary
Pure Storage,8060000000.0,27.0,USA
Shimadzu,8060000000.0,27.0,Japan
Want Want China,8060000000.0,1.0,Hong Kong
Becle,8040000000.0,2.0,Mexico
Dropbox,8040000000.0,22.0,USA
Euronext,8030000000.0,74.0,Netherlands
Marico,8030000000.0,6.0,India
SRF Limited,8030000000.0,27.0,India
Admiral Group,8020000000.0,27.0,UK
Oracle Corp Japan,8010000000.0,62.0,Japan
T&D Holdings,7990000000.0,14.0,Japan
Tōkyō Gas,7990000000.0,18.0,Japan
Traton,7990000000.0,16.0,Germany
Jones Lang LaSalle,7980000000.0,168.0,USA
China Gas,7970000000.0,1.0,China
Taiwan Cement,7970000000.0,1.0,Taiwan
Sagax,7960000000.0,23.0,Sweden
Choice Properties REIT,7960000000.0,11.0,Canada
Banque Cantonale Vaudoise,7950000000.0,93.0,Switzerland
Tata Power,7950000000.0,2.0,India
New Fortress Energy,7930000000.0,38.0,USA
Fortune Brands Home & Security,7920000000.0,62.0,USA
ST Engineering,7920000000.0,2.0,Singapore
Capri Holdings,7900000000.0,61.0,UK
Healthcare Realty,7900000000.0,21.0,USA
Insurance Australia Group,7870000000.0,3.0,Australia
Orion Corporation,7870000000.0,56.0,Finland
Gecina,7860000000.0,106.0,France
Telefónica Deutschland (O2),7860000000.0,3.0,Germany
OGE Energy,7830000000.0,39.0,USA
Coty,7820000000.0,9.0,USA
Nissin Foods,7810000000.0,77.0,Japan
Plug Power,7810000000.0,13.0,USA
Ally,7780000000.0,26.0,USA
Banco Santander-Chile,7780000000.0,16.0,Chile
Dino Polska,7770000000.0,79.0,Poland
Française des Jeux,7770000000.0,41.0,France
Pearson,7760000000.0,11.0,UK
Doosan Enerbility,7760000000.0,12.0,S. Korea
Americold,7760000000.0,29.0,USA
Grupo ACS,7740000000.0,29.0,Spain
GAIL,7740000000.0,1.0,India
Lear Corporation,7740000000.0,131.0,USA
WH Group,7730000000.0,1.0,Hong Kong
CCL Industries,7730000000.0,44.0,Canada
Unibail-Rodamco-Westfield,7720000000.0,56.0,France
Qantas Airways,7700000000.0,4.0,Australia
Grupo Aeroportuario del Sureste,7700000000.0,257.0,Mexico
Pentair,7690000000.0,47.0,UK
Olin,7690000000.0,56.0,USA
IDBI Bank,7680000000.0,1.0,India
ARC Resources,7670000000.0,12.0,Canada
PetGas (Petronas Gas),7670000000.0,4.0,Malaysia
Zions Bancorporation,7660000000.0,51.0,USA
Sofina,7660000000.0,219.0,Belgium
Bajaj Holdings & Investment,7650000000.0,69.0,India
Middleby,7650000000.0,142.0,USA
Ralph Lauren,7650000000.0,116.0,USA
Korea Zinc,7640000000.0,410.0,S. Korea
Aselsan,7640000000.0,3.0,Turkey
Apollo Hospitals,7640000000.0,53.0,India
HMM,7630000000.0,16.0,S. Korea
Berry Global,7630000000.0,62.0,USA
Ciena,7630000000.0,51.0,USA
Kingdom Holding,7620000000.0,2.0,S. Arabia
Lifco,7620000000.0,17.0,Sweden
Azrieli Group,7620000000.0,63.0,Israel
Old Republic International,7610000000.0,25.0,USA
Hess Midstream,7600000000.0,31.0,USA
Indofood CBP,7600000000.0,1.0,Indonesia
Pershing Square Holdings,7600000000.0,35.0,USA
Sealed Air,7590000000.0,52.0,USA
Elbit Systems,7580000000.0,171.0,Israel
Yamaha Motor,7580000000.0,22.0,Japan
Arabian Internet and Communications Services,7570000000.0,64.0,S. Arabia
ICICI Lombard,7560000000.0,15.0,India
Acadia Healthcare,7550000000.0,83.0,USA
Megacable Holdings,7530000000.0,3.0,Mexico
Iridium Communications,7530000000.0,60.0,USA
Alfamart,7530000000.0,0.0,Indonesia
Erdemir,7520000000.0,2.0,Turkey
ShockWave Medical,7520000000.0,208.0,USA
Punjab National Bank,7520000000.0,1.0,India
AGC,7510000000.0,34.0,Japan
BKW AG,7500000000.0,142.0,Switzerland
Halozyme Therapeutics,7500000000.0,55.0,USA
Phoenix Group,7470000000.0,7.0,UK
Grifols,7460000000.0,9.0,Spain
Nestle Malaysia,7460000000.0,32.0,Malaysia
Monotaro,7450000000.0,15.0,Japan
Türkiye Petrol Rafinerileri,7450000000.0,27.0,Turkey
Chemed,7450000000.0,501.0,USA
AptarGroup,7440000000.0,114.0,USA
Rakuten,7430000000.0,5.0,Japan
St. James's Place,7430000000.0,14.0,UK
CACI,7430000000.0,315.0,USA
Indutrade,7420000000.0,20.0,Sweden
Hamamatsu,7420000000.0,48.0,Japan
NRG Energy,7410000000.0,32.0,USA
GEA Group,7410000000.0,41.0,Germany
Organon,7410000000.0,29.0,USA
Celsius Holdings,7410000000.0,97.0,USA
Nippon Building Fund,7410000000.0,4358.0,Japan
New World Development Company,7400000000.0,3.0,Hong Kong
Manhattan Associates,7400000000.0,119.0,USA
Medical Properties Trust,7390000000.0,12.0,USA
Sinopac Financial Holdings,7380000000.0,1.0,Taiwan
Auckland Airport,7370000000.0,5.0,New Zealand
Kazatomprom,7360000000.0,28.0,Kazakhstan
Chubu Electric Power,7360000000.0,10.0,Japan
United Spirits,7360000000.0,10.0,India
RaiaDrogasil,7350000000.0,4.0,Brazil
Yes Bank,7340000000.0,0.0,India
Xero,7330000000.0,48.0,New Zealand
Donaldson,7320000000.0,60.0,USA
Woori Financial Group,7320000000.0,30.0,S. Korea
MISC Berhad,7320000000.0,2.0,Malaysia
DiaSorin,7310000000.0,133.0,Italy
Signature Bank,7310000000.0,116.0,USA
Canadian Utilities,7310000000.0,27.0,Canada
Jindal Steel & Power,7300000000.0,7.0,India
Tokyu,7300000000.0,12.0,Japan
Shoprite,7300000000.0,13.0,South Africa
DaVita,7300000000.0,81.0,USA
ABB India,7300000000.0,34.0,India
WEX,7290000000.0,167.0,USA
Globus Medical,7280000000.0,72.0,USA
Tetra Tech,7270000000.0,137.0,USA
Japan Exchange Group,7260000000.0,14.0,Japan
SKF (Svenska Kullagerfabriken),7260000000.0,16.0,Sweden
Kongsberg Gruppen,7250000000.0,41.0,Norway
Mohawk Industries,7250000000.0,114.0,USA
Yang Ming,7240000000.0,2.0,Taiwan
Mitsubishi Chemical Holdings,7240000000.0,5.0,Japan
Ascendis Pharma,7220000000.0,127.0,Denmark
Orkla,7220000000.0,7.0,Norway
UnipolSai,7190000000.0,3.0,Italy
Bâloise,7190000000.0,159.0,Switzerland
Arkema,7190000000.0,95.0,France
Dentsply Sirona,7180000000.0,33.0,USA
MasTec,7160000000.0,92.0,USA
ZOZO,7160000000.0,24.0,Japan
Planet Fitness,7140000000.0,80.0,USA
Sabesp,7130000000.0,10.0,Brazil
Fosun,7130000000.0,1.0,China
Shanghai Commercial and Savings Bank,7130000000.0,1.0,Taiwan
Aisin Seiki,7120000000.0,26.0,Japan
Inspire Medical Systems,7120000000.0,247.0,USA
Şişecam,7110000000.0,2.0,Turkey
Wan Hai Lines,7110000000.0,3.0,Taiwan
Genscript Biotech,7100000000.0,3.0,China
Etihad Etisalat (Mobily),7100000000.0,9.0,S. Arabia
Far EasTone,7100000000.0,2.0,Taiwan
Indian Overseas Bank,7080000000.0,0.0,India
Singapore Exchange,7070000000.0,7.0,Singapore
Accor,7070000000.0,27.0,France
S-OIL,7070000000.0,61.0,S. Korea
Ocado,7060000000.0,9.0,UK
OCI,7060000000.0,34.0,Netherlands
Mattel,7050000000.0,20.0,USA
ITT,7050000000.0,85.0,USA
China Development Financial,7050000000.0,0.0,Taiwan
Canara Bank,7040000000.0,4.0,India
Concentrix,7040000000.0,136.0,USA
Emcor,7030000000.0,148.0,USA
Rohm,7010000000.0,71.0,Japan
Graphic Packaging,7000000000.0,23.0,USA
KT Corporation,7000000000.0,14.0,S. Korea
Rational AG,6990000000.0,601.0,Germany
Omega Healthcare,6980000000.0,29.0,USA
Novatek Microelectronics,6970000000.0,11.0,Taiwan
Dolby,6960000000.0,73.0,USA
Elm Company,6950000000.0,87.0,S. Arabia
Valmont Industries,6950000000.0,326.0,USA
Empire Company,6940000000.0,27.0,Canada
Meiji Holdings,6940000000.0,50.0,Japan
CPFL Energia,6940000000.0,6.0,Brazil
RTL Group,6940000000.0,45.0,Luxembourg
Nexstar Media Group,6930000000.0,184.0,USA
KBR,6930000000.0,51.0,USA
BOK Financial,6910000000.0,103.0,USA
Skechers,6910000000.0,45.0,USA
Brixmor Property Group,6910000000.0,23.0,USA
Symbotic,6900000000.0,12.0,USA
Avis Budget Group,6890000000.0,166.0,USA
Robinhood,6890000000.0,8.0,USA
ASR Nederland,6890000000.0,45.0,Netherlands
IGM Financial,6890000000.0,29.0,Canada
Daito Trust Construction,6880000000.0,100.0,Japan
Melrose Industries,6880000000.0,2.0,UK
Mindtree,6870000000.0,42.0,India
Edison,6870000000.0,1.0,Italy
Cathay Pacific,6870000000.0,1.0,Hong Kong
Advanced Drainage Systems,6860000000.0,83.0,USA
Crocs,6860000000.0,111.0,USA
Bancolombia,6840000000.0,28.0,Colombia
Karuna Therapeutics,6840000000.0,199.0,USA
Swiss Prime Site,6820000000.0,89.0,Switzerland
NCsoft,6820000000.0,336.0,S. Korea
Autoliv,6810000000.0,78.0,Sweden
Northland Power,6800000000.0,28.0,Canada
Sainsbury's,6800000000.0,3.0,UK
Assurant,6790000000.0,129.0,USA
Prosperity Bancshares,6790000000.0,74.0,USA
Centrica,6780000000.0,1.0,UK
Hankyu Hanshin Holdings,6770000000.0,28.0,Japan
Amorepacific,6770000000.0,108.0,S. Korea
Arrow Electronics,6770000000.0,110.0,USA
OTE Group,6750000000.0,15.0,Greece
Klépierre,6750000000.0,24.0,France
Western Alliance Bancorporation,6750000000.0,62.0,USA
PGNiG,6740000000.0,1.0,Poland
Gentex,6740000000.0,29.0,USA
Whitbread,6740000000.0,33.0,UK
Restoration Hardware,6730000000.0,292.0,USA
Korean Air Lines,6710000000.0,24.0,S. Korea
Roivant Sciences,6710000000.0,9.0,UK
Amkor Technology,6700000000.0,27.0,USA
Globant,6690000000.0,160.0,Luxembourg
Union Bank of India,6690000000.0,1.0,India
Washington H. Soul Pattinson and Company (WHSP),6680000000.0,19.0,Australia
Berger Paints,6680000000.0,7.0,India
YPF (Yacimientos Petrolíferos Fiscales),6680000000.0,9.0,Argentina
Canadian Tire,6660000000.0,199.0,Canada
Idemitsu Kosan,6650000000.0,22.0,Japan
Hunter Douglas,6650000000.0,191.0,Netherlands
First Industrial Realty Trust,6650000000.0,49.0,USA
Türkiye Is Bankasi,6650000000.0,1.0,Turkey
Cemex,6640000000.0,5.0,Mexico
Cholamandalam Investment and Finance,6640000000.0,8.0,India
Hero MotoCorp,6630000000.0,33.0,India
Skanska,6630000000.0,16.0,Sweden
Copenhagen Airport,6630000000.0,834.0,Denmark
Santander Polska,6630000000.0,64.0,Poland
Sensata Technologies,6620000000.0,43.0,USA
WESCO International,6620000000.0,130.0,USA
Pandora,6620000000.0,74.0,Denmark
Bid Corp,6610000000.0,20.0,South Africa
Merdeka Copper Gold,6610000000.0,0.0,Indonesia
Amplifon,6580000000.0,29.0,Italy
DWS Group,6580000000.0,33.0,Germany
Mapletree Commercial Trust,6570000000.0,1.0,Singapore
Frontier Communications,6570000000.0,27.0,USA
Sanlam,6570000000.0,3.0,South Africa
New Oriental,6560000000.0,39.0,China
ASUS,6560000000.0,9.0,Taiwan
Zoomlion,6560000000.0,0.0,China
Ritchie Bros. Auctioneers,6540000000.0,59.0,Canada
Japan Post Insurance,6540000000.0,17.0,Japan
Medpace,6530000000.0,210.0,USA
Kakao Pay,6530000000.0,49.0,S. Korea
Demant,6530000000.0,28.0,Denmark
Saudi International Petrochemical Company (Sipchem),6530000000.0,9.0,S. Arabia
UPL,6530000000.0,9.0,India
EastGroup Properties,6520000000.0,150.0,USA
nVent Electric,6520000000.0,39.0,UK
Levi Strauss,6510000000.0,17.0,USA
Curtiss-Wright,6510000000.0,170.0,USA
JFE Holdings,6490000000.0,11.0,Japan
Ingredion,6480000000.0,99.0,USA
MKS Instruments,6480000000.0,97.0,USA
Capcom,6480000000.0,30.0,Japan
DXC Technology,6480000000.0,28.0,USA
Matador Resources,6470000000.0,55.0,USA
Israel Discount Bank,6460000000.0,52.0,Israel
UiPath,6460000000.0,12.0,USA
Great Eastern,6460000000.0,14.0,Singapore
Murphy Oil,6440000000.0,41.0,USA
Rexel,6430000000.0,21.0,France
Treasury Wine Estates,6430000000.0,9.0,Australia
Bankinter,6420000000.0,7.0,Spain
Atlas Arteria,6410000000.0,4.0,Australia
Trend Micro,6410000000.0,45.0,Japan
Voya Financial,6400000000.0,66.0,USA
Harley-Davidson,6400000000.0,44.0,USA
Clearway Energy,6400000000.0,32.0,USA
CAE,6390000000.0,20.0,Canada
Stifel,6380000000.0,60.0,USA
Industrial Bank of Korea (IBK),6380000000.0,8.0,S. Korea
Generac Power Systems,6380000000.0,101.0,USA
Spark New Zealand,6380000000.0,3.0,New Zealand
Turquoise Hill Resources,6380000000.0,31.0,Canada
37 Interactive Entertainment,6370000000.0,3.0,China
West Fraser Timber,6370000000.0,75.0,Canada
Makita,6360000000.0,23.0,Japan
Holmen,6350000000.0,40.0,Sweden
Nippon Sanso,6350000000.0,15.0,Japan
Toho Co.,6350000000.0,36.0,Japan
Banca Mediolanum,6340000000.0,9.0,Italy
Reynolds Consumer,6340000000.0,30.0,USA
Wyndham Hotels & Resorts,6340000000.0,72.0,USA
Daiwa Securities Group,6340000000.0,4.0,Japan
Osaka Gas,6340000000.0,15.0,Japan
Torrent Pharmaceuticals,6340000000.0,19.0,India
OZ Minerals,6330000000.0,19.0,Australia
Agilon Health,6330000000.0,15.0,USA
Allegro.eu,6330000000.0,6.0,Poland
iA Financial,6320000000.0,60.0,Canada
Tube Investments of India,6320000000.0,33.0,India
Helvetia Holding,6320000000.0,120.0,Switzerland
GarantiBank,6310000000.0,2.0,Turkey
Bachem,6310000000.0,86.0,Switzerland
GlobalWafers,6300000000.0,14.0,Taiwan
Hapvida,6300000000.0,1.0,Brazil
Charoen Pokphand Indonesia,6300000000.0,0.0,Indonesia
KGHM Polska Miedź,6300000000.0,31.0,Poland
U.S. Steel,6300000000.0,27.0,USA
Ternium,6290000000.0,32.0,Luxembourg
Agree Realty,6290000000.0,71.0,USA
Wynn Macau,6290000000.0,1.0,Macau
Adaro Energy,6270000000.0,0.0,Indonesia
Kinsale Capital Group,6270000000.0,272.0,USA
GMO Payment Gateway,6260000000.0,83.0,Japan
World Wrestling Entertainment,6260000000.0,84.0,USA
GoTo,6260000000.0,0.0,Indonesia
Texas Roadhouse,6250000000.0,94.0,USA
TIS,6240000000.0,26.0,Japan
New York Community Bank,6230000000.0,9.0,USA
Sampoerna,6220000000.0,0.0,Indonesia
Shriram Transport Finance,6220000000.0,17.0,India
Clean Harbors,6220000000.0,115.0,USA
NextEra Energy Partners,6220000000.0,72.0,USA
RLI Corp.,6210000000.0,137.0,USA
Affiliated Managers Group,6210000000.0,165.0,USA
MDU Resources,6200000000.0,31.0,USA
Houlihan Lokey,6200000000.0,90.0,USA
AGNC Investment,6200000000.0,11.0,USA
Bombardier Recreational Products,6200000000.0,78.0,Canada
Hanwha Solutions,6180000000.0,33.0,S. Korea
Toromont,6180000000.0,75.0,Canada
Samvardhana Motherson,6180000000.0,1.0,India
Southwestern Energy,6180000000.0,6.0,USA
Indorama Ventures,6170000000.0,1.0,Thailand
Lodha Group,6170000000.0,13.0,India
RBC Bearings,6170000000.0,213.0,USA
Endeavor Group,6170000000.0,21.0,USA
BELIMO Holding,6160000000.0,501.0,Switzerland
Rumo,6160000000.0,3.0,Brazil
Indian Railway Catering & Tourism,6160000000.0,8.0,India
Flowers Foods,6150000000.0,29.0,USA
